Year,Location,Month,Site,Replicate,Scientific_Name,Sum of Biomass_kg_per_m2
2018,North,Apr,BP,9,bryozoan,0.0008
2018,North,Apr,BP,9,Desmarestia,0.0008
2018,North,Apr,BP,9,dregs,0.1028
2018,North,Apr,BP,9,fleshy bryozoan,0.022
2018,North,Apr,BP,9,Fucus,0.0172
2018,North,Apr,BP,9,misc. holdfast,0.0916
2018,North,Apr,BP,9,misc. red,0.4736
2018,North,Apr,BP,9,Ptilota,0.00004
2018,North,Apr,BP,9,Rhodomela,0.00004
2018,North,Apr,BP,10,Agarum,0.3308
2018,North,Apr,BP,10,bryozoan,0.0008
2018,North,Apr,BP,10,Desmarestia,0.00004
2018,North,Apr,BP,10,dregs,0.1176
2018,North,Apr,BP,10,fleshy bryozoan,0.0632
2018,North,Apr,BP,10,Fucus,0.008
2018,North,Apr,BP,10,misc. holdfast,0.0884
2018,North,Apr,BP,10,misc. red,0.1856
2018,North,Apr,BP,10,Nereocystis,0.1976
2018,North,Apr,BP,10,Ptilota,0.0008
2018,North,May,AP,1,Agarum,0.0052
2018,North,May,AP,1,bryozoan,0.00004
2018,North,May,AP,1,Desmarestia,0.00004
2018,North,May,AP,1,dregs,0.0012
2018,North,May,AP,1,Fucus,0.0144
2018,North,May,AP,1,misc. red,0.0236
2018,North,May,AP,1,Ptilota,0.004
2018,North,May,AP,2,Agarum,0.0068
2018,North,May,AP,2,Desmarestia,0.0048
2018,North,May,AP,2,dregs,0.0016
2018,North,May,AP,2,Laminaria,0.3132
2018,North,May,AP,2,misc. red,0.172
2018,North,May,AP,2,Odonthalia,0.00004
2018,North,May,AP,2,Ptilota,0.0004
2018,North,May,AP,3,Acrosiphonia,0.0028
2018,North,May,AP,3,Agarum,0.0168
2018,North,May,AP,3,bryozoan,0.0004
2018,North,May,AP,3,dregs,0.00004
2018,North,May,AP,3,Fucus,0.0004
2018,North,May,AP,3,Laminaria,0.1224
2018,North,May,AP,3,misc. red,0.0496
2018,North,May,AP,3,Ptilota,0.0132
2018,North,May,AP,4,Laminaria,1.2368
2018,North,May,AP,4,misc. red,0.0244
2018,North,May,AP,4,Odonthalia,0.0172
2018,North,May,AP,4,Palmaria,0.1992
2018,North,May,AP,4,Ptilota,0.0088
2018,North,May,AP,5,Agarum,0.6448
2018,North,May,AP,5,Alaria,0.1092
2018,North,May,AP,5,Desmarestia,0.1156
2018,North,May,AP,5,Fucus,0.0252
2018,North,May,AP,5,Laminaria,0.4488
2018,North,May,AP,5,misc. red,0.2104
2018,North,May,AP,5,Opuntiella,0.212
2018,North,May,AP,5,Ptilota,0.0108
2018,North,May,AP,6,Agarum,0.008
2018,North,May,AP,6,Desmarestia,0.0008
2018,North,May,AP,6,Laminaria,0.34
2018,North,May,AP,6,misc. red,0.0752
2018,North,May,AP,6,Ptilota,0.0076
2018,North,May,AP,7,Agarum,0.1072
2018,North,May,AP,7,Alaria,0.132
2018,North,May,AP,7,bryozoan,0.00004
2018,North,May,AP,7,Desmarestia,0.0048
2018,North,May,AP,7,dregs,0.2204
2018,North,May,AP,7,Fucus,0.002
2018,North,May,AP,7,Laminaria,2.0544
2018,North,May,AP,7,misc. red,0.3264
2018,North,May,AP,7,Odonthalia,0.012
2018,North,May,AP,7,Ptilota,0.1372
2018,North,May,AP,7,Ulva,0.004
2018,North,May,AP,8,Agarum,0.0892
2018,North,May,AP,8,bryozoan,0.00004
2018,North,May,AP,8,Desmarestia,0.0012
2018,North,May,AP,8,dregs,0.0216
2018,North,May,AP,8,fleshy bryozoan,0.0024
2018,North,May,AP,8,Laminaria,0.4916
2018,North,May,AP,8,misc. red,0.0776
2018,North,May,AP,8,Ptilota,0.0244
2018,North,May,AP,9,Agarum,0.1016
2018,North,May,AP,9,bryozoan,0.0024
2018,North,May,AP,9,Desmarestia,0.00004
2018,North,May,AP,9,dregs,0.0592
2018,North,May,AP,9,Laminaria,0.124
2018,North,May,AP,9,misc. red,0.088
2018,North,May,AP,9,Opuntiella,0.038
2018,North,May,AP,9,Ptilota,0.0088
2018,North,May,AP,10,Agarum,0.0404
2018,North,May,AP,10,Laminaria,0.8024
2018,North,May,AP,10,misc. red,0.0148
2018,North,May,AP,10,Ptilota,0.016
2018,North,May,BB,1,Desmarestia,0.00004
2018,North,May,BB,1,Fucus,0.00004
2018,North,May,BB,1,Laminaria,0.0828
2018,North,May,BB,1,Odonthalia,0.0024
2018,North,May,BB,1,Palmaria,0.0012
2018,North,May,BB,1,Ulva,0.0028
2018,North,May,BB,2,Acrosiphonia,0.00004
2018,North,May,BB,2,Desmarestia,0.102
2018,North,May,BB,2,Fucus,0.0152
2018,North,May,BB,2,Laminaria,0.1856
2018,North,May,BB,2,misc. red,0.0088
2018,North,May,BB,2,Ulva,0.0012
2018,North,May,BB,3,Agarum,0.00004
2018,North,May,BB,3,Desmarestia,0.0116
2018,North,May,BB,3,Fucus,0.0308
2018,North,May,BB,3,Laminaria,0.3388
2018,North,May,BB,3,Rhodomela,0.0128
2018,North,May,BB,3,Ulva,0.002
2018,North,May,BB,4,Fucus,0.0052
2018,North,May,BB,4,Laminaria,0.1888
2018,North,May,BB,4,Rhodomela,0.00004
2018,North,May,BB,4,Ulva,0.0048
2018,North,May,BB,5,Acrosiphonia,0.0012
2018,North,May,BB,5,Agarum,0.0296
2018,North,May,BB,5,bryozoan,0.00004
2018,North,May,BB,5,Constantinia,0.0112
2018,North,May,BB,5,Desmarestia,0.0004
2018,North,May,BB,5,dregs,0.174
2018,North,May,BB,5,Fucus,0.1176
2018,North,May,BB,5,Laminaria,1.0804
2018,North,May,BB,5,misc. red,0.1788
2018,North,May,BB,5,Odonthalia,0.00004
2018,North,May,BB,5,Ptilota,0.00004
2018,North,May,BB,5,Ulva,0.0056
2018,North,May,BB,6,Acrosiphonia,0.0016
2018,North,May,BB,6,Agarum,0.0028
2018,North,May,BB,6,Desmarestia,0.0008
2018,North,May,BB,6,Fucus,0.0196
2018,North,May,BB,6,Laminaria,0.0756
2018,North,May,BB,6,Odonthalia,0.00004
2018,North,May,BB,6,Ptilota,0.00004
2018,North,May,BB,6,terrestrial,0.00004
2018,North,May,BB,6,Ulva,0.0084
2018,North,May,BB,7,Acrosiphonia,0.00004
2018,North,May,BB,7,Desmarestia,0.0064
2018,North,May,BB,7,Laminaria,0.3668
2018,North,May,BB,7,misc. holdfast,0.0048
2018,North,May,BB,7,misc. red,0.0012
2018,North,May,BB,7,Odonthalia,0.0012
2018,North,May,BB,7,Ulva,0.0076
2018,North,May,BB,8,Acrosiphonia,0.0052
2018,North,May,BB,8,dregs,0.0004
2018,North,May,BB,8,Ulva,0.0088
2018,North,May,BB,9,Acrosiphonia,0.00004
2018,North,May,BB,9,Agarum,0.01
2018,North,May,BB,9,Antithamnionella,0.0112
2018,North,May,BB,9,Desmarestia,0.00004
2018,North,May,BB,9,Laminaria,0.0856
2018,North,May,BB,9,misc. red,0.0104
2018,North,May,BB,9,Odonthalia,0.00004
2018,North,May,BB,10,Acrosiphonia,0.00004
2018,North,May,BB,10,Desmarestia,0.00004
2018,North,May,BB,10,fleshy bryozoan,0.014
2018,North,May,BB,10,Fucus,0.1
2018,North,May,BB,10,Laminaria,0.186
2018,North,May,BB,10,misc. red,0.0156
2018,North,May,BB,10,Pterosiphonia,0.00004
2018,North,May,BB,10,Rhodomela,0.004
2018,North,May,BB,10,Ulva,0.0024
2018,North,May,BP,1,Agarum,0.0324
2018,North,May,BP,1,Desmarestia,0.0008
2018,North,May,BP,1,Fucus,0.0036
2018,North,May,BP,1,misc. red,0.1
2018,North,May,BP,1,Ptilota,0.0052
2018,North,May,BP,2,Agarum,0.0052
2018,North,May,BP,2,dregs,0.00004
2018,North,May,BP,2,fleshy bryozoan,0.0016
2018,North,May,BP,2,Fucus,0.002
2018,North,May,BP,2,Laminaria,0.0044
2018,North,May,BP,2,misc. red,0.012
2018,North,May,BP,3,Agarum,0.0268
2018,North,May,BP,3,bryozoan,0.00004
2018,North,May,BP,3,Desmarestia,0.00004
2018,North,May,BP,3,dregs,0.0032
2018,North,May,BP,3,Fucus,0.0104
2018,North,May,BP,3,Laminaria,0.0028
2018,North,May,BP,3,misc. red,0.014
2018,North,May,BP,3,Ptilota,0.0036
2018,North,May,BP,4,Agarum,0.0536
2018,North,May,BP,4,Constantinia,0.0024
2018,North,May,BP,4,Desmarestia,0.00004
2018,North,May,BP,4,dregs,0.006
2018,North,May,BP,4,Fucus,0.042
2018,North,May,BP,4,Laminaria,0.0596
2018,North,May,BP,4,misc. red,0.0108
2018,North,May,BP,4,Odonthalia,0.00004
2018,North,May,BP,4,Ptilota,0.00004
2018,North,May,BP,4,Rhodomela,0.002
2018,North,May,BP,5,Agarum,0.0216
2018,North,May,BP,5,bryozoan,0.00004
2018,North,May,BP,5,Constantinia,0.014
2018,North,May,BP,5,Desmarestia,0.0024
2018,North,May,BP,5,dregs,0.0116
2018,North,May,BP,5,Fucus,0.0592
2018,North,May,BP,5,Laminaria,0.1592
2018,North,May,BP,5,misc. red,0.028
2018,North,May,BP,5,Ptilota,0.00004
2018,North,May,BP,6,Agarum,0.1064
2018,North,May,BP,6,Desmarestia,0.0012
2018,North,May,BP,6,fleshy bryozoan,0.0084
2018,North,May,BP,6,Fucus,0.0132
2018,North,May,BP,6,Laminaria,0.178
2018,North,May,BP,6,misc. red,0.0312
2018,North,May,BP,6,Ptilota,0.002
2018,North,May,BP,7,Agarum,0.1136
2018,North,May,BP,7,Desmarestia,0.0708
2018,North,May,BP,8,Agarum,0.0756
2018,North,May,BP,8,bryozoan,0.00004
2018,North,May,BP,8,Constantinia,0.0112
2018,North,May,BP,8,dregs,0.0016
2018,North,May,BP,8,Fucus,0.0144
2018,North,May,BP,8,misc. holdfast,0.0052
2018,North,May,BP,8,misc. red,0.002
2018,North,May,BP,8,Ptilota,0.00004
2018,North,May,BP,9,Agarum,0.0696
2018,North,May,BP,9,bryozoan,0.00004
2018,North,May,BP,9,Constantinia,0.0028
2018,North,May,BP,9,Desmarestia,0.00004
2018,North,May,BP,9,dregs,0.0028
2018,North,May,BP,9,fleshy bryozoan,0.0032
2018,North,May,BP,9,Fucus,0.0196
2018,North,May,BP,9,Laminaria,0.0068
2018,North,May,BP,9,misc. red,0.0232
2018,North,May,BP,9,Ptilota,0.0032
2018,North,May,BP,10,Agarum,0.1788
2018,North,May,BP,10,Constantinia,0.0024
2018,North,May,BP,10,Desmarestia,0.00004
2018,North,May,BP,10,dregs,0.0068
2018,North,May,BP,10,Fucus,0.0096
2018,North,May,BP,10,Laminaria,0.13
2018,North,May,BP,10,misc. red,0.0468
2018,North,Jun,AP,1,Agarum,0.2808
2018,North,Jun,AP,1,Laminaria,0.966
2018,North,Jun,AP,1,Mazzaella,0.0148
2018,North,Jun,AP,1,misc. red,0.0152
2018,North,Jun,AP,1,Opuntiella,0.0044
2018,North,Jun,AP,1,Ptilota,0.02
2018,North,Jun,AP,1,Saccharina latissima,0.0988
2018,North,Jun,AP,2,Agarum,0.0976
2018,North,Jun,AP,2,Desmarestia,0.0004
2018,North,Jun,AP,2,Fucus,0.0128
2018,North,Jun,AP,2,Laminaria,0.6256
2018,North,Jun,AP,2,Mazzaella,0.022
2018,North,Jun,AP,2,misc. red,0.0848
2018,North,Jun,AP,2,Odonthalia,0.0052
2018,North,Jun,AP,2,Palmaria,0.1408
2018,North,Jun,AP,2,Ptilota,0.0448
2018,North,Jun,AP,3,Agarum,0.022
2018,North,Jun,AP,3,Laminaria,2.7452
2018,North,Jun,AP,3,misc. red,0.0036
2018,North,Jun,AP,3,Palmaria,0.0044
2018,North,Jun,AP,3,Ptilota,0.0728
2018,North,Jun,AP,3,Saccharina latissima,0.0488
2018,North,Jun,AP,3,Sparlingia,0.0024
2018,North,Jun,AP,4,Agarum,0.0888
2018,North,Jun,AP,4,Antithamnionella,0.004
2018,North,Jun,AP,4,Fucus,0.0012
2018,North,Jun,AP,4,Laminaria,0.3976
2018,North,Jun,AP,4,misc. red,0.0816
2018,North,Jun,AP,4,Odonthalia,0.00004
2018,North,Jun,AP,4,Opuntiella,0.0048
2018,North,Jun,AP,4,Ptilota,0.0584
2018,North,Jun,AP,4,Saccharina latissima,0.038
2018,North,Jun,AP,5,Acrosiphonia,0.002
2018,North,Jun,AP,5,Agarum,0.0484
2018,North,Jun,AP,5,Alaria,0.0648
2018,North,Jun,AP,5,Laminaria,0.2236
2018,North,Jun,AP,5,misc. red,0.0288
2018,North,Jun,AP,5,Palmaria,0.0028
2018,North,Jun,AP,5,Ptilota,0.0232
2018,North,Jun,AP,5,Saccharina latissima,0.0392
2018,North,Jun,AP,5,Sparlingia,0.0136
2018,North,Jun,AP,6,Agarum,0.096
2018,North,Jun,AP,6,bryozoan,0.0036
2018,North,Jun,AP,6,Laminaria,1.3964
2018,North,Jun,AP,6,Palmaria,0.0248
2018,North,Jun,AP,6,Ptilota,0.0356
2018,North,Jun,AP,7,Agarum,0.436
2018,North,Jun,AP,7,bryozoan,0.0008
2018,North,Jun,AP,7,Constantinia,0.038
2018,North,Jun,AP,7,Fucus,0.0256
2018,North,Jun,AP,7,Laminaria,1.408
2018,North,Jun,AP,7,misc. holdfast,0.0144
2018,North,Jun,AP,7,Palmaria,0.0416
2018,North,Jun,AP,7,Ptilota,0.086
2018,North,Jun,AP,8,Agarum,0.0908
2018,North,Jun,AP,8,bryozoan,0.0004
2018,North,Jun,AP,8,Desmarestia,0.00004
2018,North,Jun,AP,8,dregs,0.0156
2018,North,Jun,AP,8,Fucus,0.0076
2018,North,Jun,AP,8,Laminaria,0.5664
2018,North,Jun,AP,8,misc. holdfast,0.0052
2018,North,Jun,AP,8,misc. red,0.0328
2018,North,Jun,AP,8,Odonthalia,0.0016
2018,North,Jun,AP,8,Palmaria,0.0004
2018,North,Jun,AP,8,Ptilota,0.0808
2018,North,Jun,AP,8,Saccharina latissima,0.02
2018,North,Jun,AP,9,Agarum,0.2312
2018,North,Jun,AP,9,Fucus,0.016
2018,North,Jun,AP,9,Laminaria,1.126
2018,North,Jun,AP,9,Mastocarpus,0.0232
2018,North,Jun,AP,9,Odonthalia,0.028
2018,North,Jun,AP,9,Opuntiella,0.024
2018,North,Jun,AP,9,Palmaria,0.012
2018,North,Jun,AP,9,Ptilota,0.1232
2018,North,Jun,AP,10,Agarum,0.0952
2018,North,Jun,AP,10,Desmarestia,0.002
2018,North,Jun,AP,10,Fucus,0.046
2018,North,Jun,AP,10,Laminaria,0.704
2018,North,Jun,AP,10,misc. red,0.0016
2018,North,Jun,AP,10,Ptilota,0.0764
2018,North,Jun,AP,10,Sparlingia,0.012
2018,North,Jun,BB,1,Agarum,0.068
2018,North,Jun,BB,1,Desmarestia,0.0104
2018,North,Jun,BB,1,Fucus,0.1584
2018,North,Jun,BB,1,Laminaria,0.1952
2018,North,Jun,BB,1,misc. red,0.1072
2018,North,Jun,BB,1,Odonthalia,0.00004
2018,North,Jun,BB,2,Acrosiphonia,0.012
2018,North,Jun,BB,2,Agarum,0.008
2018,North,Jun,BB,2,Desmarestia,0.0272
2018,North,Jun,BB,2,dregs,0.04
2018,North,Jun,BB,2,Fucus,0.4392
2018,North,Jun,BB,2,Laminaria,0.336
2018,North,Jun,BB,2,misc. red,0.776
2018,North,Jun,BB,2,Odonthalia,0.0016
2018,North,Jun,BB,2,Ptilota,0.0008
2018,North,Jun,BB,2,Rhodomela,0.0024
2018,North,Jun,BB,2,Ulva,0.0104
2018,North,Jun,BB,3,Acrosiphonia,0.0048
2018,North,Jun,BB,3,Agarum,0.248
2018,North,Jun,BB,3,Alaria,0.5184
2018,North,Jun,BB,3,bryozoan,0.00004
2018,North,Jun,BB,3,Desmarestia,0.2256
2018,North,Jun,BB,3,dregs,0.0528
2018,North,Jun,BB,3,Fucus,0.6208
2018,North,Jun,BB,3,Laminaria,1.1232
2018,North,Jun,BB,3,misc. red,0.5872
2018,North,Jun,BB,3,Odonthalia,0.0256
2018,North,Jun,BB,3,Palmaria,0.00004
2018,North,Jun,BB,3,Sphacelaria,0.00004
2018,North,Jun,BB,3,Ulva,0.0016
2018,North,Jun,BB,4,Acrosiphonia,0.0048
2018,North,Jun,BB,4,Agarum,0.0064
2018,North,Jun,BB,4,Desmarestia,0.0032
2018,North,Jun,BB,4,dregs,0.1232
2018,North,Jun,BB,4,Fucus,0.1968
2018,North,Jun,BB,4,Laminaria,6.1568
2018,North,Jun,BB,4,misc. red,0.0736
2018,North,Jun,BB,4,Odonthalia,0.0208
2018,North,Jun,BB,5,Acrosiphonia,0.0064
2018,North,Jun,BB,5,Agarum,0.00004
2018,North,Jun,BB,5,Desmarestia,0.0344
2018,North,Jun,BB,5,Fucus,0.2896
2018,North,Jun,BB,5,Laminaria,0.444
2018,North,Jun,BB,5,misc. red,0.024
2018,North,Jun,BB,5,Odonthalia,0.0608
2018,North,Jun,BB,5,Ulva,0.0056
2018,North,Jun,BB,6,Agarum,0.0904
2018,North,Jun,BB,6,Desmarestia,0.006
2018,North,Jun,BB,6,dregs,0.1972
2018,North,Jun,BB,6,Fucus,0.0108
2018,North,Jun,BB,6,misc. holdfast,0.00004
2018,North,Jun,BB,6,Odonthalia,0.00004
2018,North,Jun,BB,6,Sphacelaria,0.00004
2018,North,Jun,BB,7,Acrosiphonia,0.00004
2018,North,Jun,BB,7,Agarum,0.0368
2018,North,Jun,BB,7,bryozoan,0.00004
2018,North,Jun,BB,7,Desmarestia,0.00004
2018,North,Jun,BB,7,dregs,0.00004
2018,North,Jun,BB,7,Fucus,0.1504
2018,North,Jun,BB,7,Laminaria,0.7048
2018,North,Jun,BB,7,misc. red,0.0008
2018,North,Jun,BB,7,Odonthalia,0.0064
2018,North,Jun,BB,8,Agarum,0.0328
2018,North,Jun,BB,8,Desmarestia,0.00004
2018,North,Jun,BB,8,dregs,0.1208
2018,North,Jun,BB,8,Fucus,0.0536
2018,North,Jun,BB,8,misc. red,0.00004
2018,North,Jun,BB,8,Odonthalia,0.0536
2018,North,Jun,BB,9,Acrosiphonia,0.024
2018,North,Jun,BB,9,Desmarestia,0.0224
2018,North,Jun,BB,9,Fucus,1.3536
2018,North,Jun,BB,9,Laminaria,1.88
2018,North,Jun,BB,9,misc. holdfast,0.0192
2018,North,Jun,BB,9,misc. red,0.0256
2018,North,Jun,BB,9,Odonthalia,0.0416
2018,North,Jun,BB,10,Acrosiphonia,0.0448
2018,North,Jun,BB,10,Desmarestia,0.0256
2018,North,Jun,BB,10,Fucus,1.4704
2018,North,Jun,BB,10,Laminaria,2.0272
2018,North,Jun,BB,10,misc. holdfast,0.0048
2018,North,Jun,BB,10,misc. red,0.0208
2018,North,Jun,BB,10,Odonthalia,0.00004
2018,North,Jun,BP,1,bryozoan,0.002
2018,North,Jun,BP,1,Fucus,0.6428
2018,North,Jun,BP,1,Halosaccion,0.0052
2018,North,Jun,BP,1,misc. holdfast,0.0016
2018,North,Jun,BP,1,Scytosiphon,0.0008
2018,North,Jun,BP,1,Ulva,0.00004
2018,North,Jun,BP,2,Alaria,0.0188
2018,North,Jun,BP,2,bryozoan,0.0052
2018,North,Jun,BP,2,Desmarestia,0.0028
2018,North,Jun,BP,2,Fucus,0.1948
2018,North,Jun,BP,2,misc. holdfast,0.0148
2018,North,Jun,BP,2,Nereocystis,0.0892
2018,North,Jun,BP,2,Scytosiphon,0.0004
2018,North,Jun,BP,3,Agarum,0.0024
2018,North,Jun,BP,3,Laminaria,0.00004
2018,North,Jun,BP,3,Palmaria,0.0012
2018,North,Jun,BP,4,Laminaria,0.012
2018,North,Jun,BP,5,dregs,0.00004
2018,North,Jun,BP,5,Laminaria,0.0092
2018,North,Jun,BP,5,misc. red,0.0104
2018,North,Jun,BP,6,Agarum,0.0412
2018,North,Jun,BP,6,Laminaria,0.0124
2018,North,Jun,BP,7,Agarum,0.00004
2018,North,Jun,BP,7,dregs,0.00004
2018,North,Jun,BP,7,Odonthalia,0.0072
2018,North,Jun,BP,8,Agarum,0.0036
2018,North,Jun,BP,8,Laminaria,0.0008
2018,North,Jun,BP,8,Odonthalia,0.0036
2018,North,Jun,BP,8,Ptilota,0.00004
2018,North,Jun,BP,9,Agarum,0.0004
2018,North,Jun,BP,9,Laminaria,0.0208
2018,North,Jun,BP,9,misc. red,0.0004
2018,North,Jun,BP,9,Odonthalia,0.0008
2018,North,Jun,BP,9,Ptilota,0.00004
2018,North,Jun,BP,10,Nereocystis,4.0516
2018,North,Jul,AP,1,Acrosiphonia,0.0172
2018,North,Jul,AP,1,Agarum,0.1608
2018,North,Jul,AP,1,Alaria,0.1732
2018,North,Jul,AP,1,bryozoan,0.0004
2018,North,Jul,AP,1,Cymathaere,0.1196
2018,North,Jul,AP,1,Desmarestia,0.1644
2018,North,Jul,AP,1,Fucus,0.0344
2018,North,Jul,AP,1,Laminaria,1.414
2018,North,Jul,AP,1,misc. red,0.1
2018,North,Jul,AP,1,Odonthalia,0.002
2018,North,Jul,AP,1,Palmaria,0.0268
2018,North,Jul,AP,1,Ptilota,0.0044
2018,North,Jul,AP,1,Sparlingia,0.0244
2018,North,Jul,AP,1,Ulva,0.00004
2018,North,Jul,AP,2,Agarum,0.5908
2018,North,Jul,AP,2,Alaria,0.244
2018,North,Jul,AP,2,bryozoan,0.00004
2018,North,Jul,AP,2,Cymathaere,0.002
2018,North,Jul,AP,2,Desmarestia,0.0012
2018,North,Jul,AP,2,dregs,0.0004
2018,North,Jul,AP,2,Fucus,0.0156
2018,North,Jul,AP,2,Laminaria,0.8504
2018,North,Jul,AP,2,misc. red,0.064
2018,North,Jul,AP,2,Odonthalia,0.0012
2018,North,Jul,AP,2,Ptilota,0.0048
2018,North,Jul,AP,3,Agarum,0.7836
2018,North,Jul,AP,3,Alaria,0.1288
2018,North,Jul,AP,3,Desmarestia,0.0112
2018,North,Jul,AP,3,Fucus,0.0352
2018,North,Jul,AP,3,Hymenena,0.0416
2018,North,Jul,AP,3,Laminaria,0.5872
2018,North,Jul,AP,3,misc. holdfast,0.0048
2018,North,Jul,AP,3,misc. red,0.0324
2018,North,Jul,AP,3,Odonthalia,0.00004
2018,North,Jul,AP,3,Palmaria,0.00004
2018,North,Jul,AP,3,Ptilota,0.0008
2018,North,Jul,AP,3,Sparlingia,0.0052
2018,North,Jul,AP,3,Ulva,0.002
2018,North,Jul,AP,4,Agarum,0.0084
2018,North,Jul,AP,4,Alaria,0.0168
2018,North,Jul,AP,4,Desmarestia ligulata,0.1148
2018,North,Jul,AP,4,dregs,0.0064
2018,North,Jul,AP,4,Laminaria,0.1264
2018,North,Jul,AP,4,Mikamiella,0.0032
2018,North,Jul,AP,4,misc. red,0.0152
2018,North,Jul,AP,4,Palmaria,0.0016
2018,North,Jul,AP,4,Porphyra,0.008
2018,North,Jul,AP,4,Ptilota,0.0016
2018,North,Jul,AP,4,Saccharina latissima,0.9448
2018,North,Jul,AP,5,Acrosiphonia,0.006
2018,North,Jul,AP,5,Agarum,0.4408
2018,North,Jul,AP,5,Alaria,0.1252
2018,North,Jul,AP,5,Cymathaere,0.1204
2018,North,Jul,AP,5,Desmarestia,0.2352
2018,North,Jul,AP,5,Laminaria,0.4596
2018,North,Jul,AP,5,Mikamiella,0.0064
2018,North,Jul,AP,5,misc. red,0.0672
2018,North,Jul,AP,5,Ptilota,0.0032
2018,North,Jul,AP,5,Saccharina latissima,0.018
2018,North,Jul,AP,5,Sparlingia,0.0396
2018,North,Jul,AP,5,Ulva,0.0016
2018,North,Jul,AP,6,Agarum,0.00004
2018,North,Jul,AP,6,Alaria,0.0024
2018,North,Jul,AP,6,Cymathaere,0.3732
2018,North,Jul,AP,6,Desmarestia,0.0008
2018,North,Jul,AP,6,dregs,0.0004
2018,North,Jul,AP,6,Laminaria,0.0952
2018,North,Jul,AP,6,misc. red,0.0156
2018,North,Jul,AP,6,Ptilota,0.00004
2018,North,Jul,AP,6,Sparlingia,0.0248
2018,North,Jul,AP,6,Ulva,0.00004
2018,North,Jul,AP,7,Agarum,0.0428
2018,North,Jul,AP,7,Alaria,0.004
2018,North,Jul,AP,7,bryozoan,0.0044
2018,North,Jul,AP,7,Desmarestia,0.0512
2018,North,Jul,AP,7,Fucus,0.0112
2018,North,Jul,AP,7,Laminaria,1.0116
2018,North,Jul,AP,7,Mikamiella,0.0008
2018,North,Jul,AP,7,misc. holdfast,0.0088
2018,North,Jul,AP,7,misc. red,0.074
2018,North,Jul,AP,7,Odonthalia,0.0064
2018,North,Jul,AP,7,Porphyra,0.0016
2018,North,Jul,AP,7,Ptilota,0.0008
2018,North,Jul,AP,8,Agarum,0.0924
2018,North,Jul,AP,8,Alaria,0.0428
2018,North,Jul,AP,8,Dictyosiphon,0.00004
2018,North,Jul,AP,8,dregs,0.004
2018,North,Jul,AP,8,Fucus,0.012
2018,North,Jul,AP,8,Laminaria,0.4272
2018,North,Jul,AP,8,misc. red,0.084
2018,North,Jul,AP,8,Odonthalia,0.0012
2018,North,Jul,AP,8,Porphyra,0.0004
2018,North,Jul,AP,8,Ptilota,0.0004
2018,North,Jul,AP,8,Ulva,0.0008
2018,North,Jul,AP,9,Acrosiphonia,0.00004
2018,North,Jul,AP,9,Agarum,0.0424
2018,North,Jul,AP,9,Alaria,0.0004
2018,North,Jul,AP,9,Desmarestia,0.0868
2018,North,Jul,AP,9,Dictyosiphon,0.0008
2018,North,Jul,AP,9,dregs,0.034
2018,North,Jul,AP,9,fleshy bryozoan,0.0052
2018,North,Jul,AP,9,Fucus,0.0052
2018,North,Jul,AP,9,Laminaria,0.3552
2018,North,Jul,AP,9,Mikamiella,0.0016
2018,North,Jul,AP,9,misc. red,0.0152
2018,North,Jul,AP,9,Odonthalia,0.0032
2018,North,Jul,AP,9,Ptilota,0.00004
2018,North,Jul,AP,9,Sparlingia,0.0076
2018,North,Jul,AP,9,Ulva,0.00004
2018,North,Jul,AP,10,Agarum,0.0076
2018,North,Jul,AP,10,Desmarestia,0.00004
2018,North,Jul,AP,10,Laminaria,0.3316
2018,North,Jul,AP,10,misc. red,0.012
2018,North,Jul,AP,10,Polysiphonia,0.022
2018,North,Jul,AP,10,Sparlingia,0.008
2018,North,Jul,AP,10,Ulva,0.0008
2018,North,Jul,BB,1,Desmarestia,0.0588
2018,North,Jul,BB,1,Fucus,0.3512
2018,North,Jul,BB,1,Laminaria,0.034
2018,North,Jul,BB,1,Odonthalia,0.0624
2018,North,Jul,BB,1,Ptilota,0.0016
2018,North,Jul,BB,1,Ulva,0.0032
2018,North,Jul,BB,2,Acrosiphonia,0.0028
2018,North,Jul,BB,2,Desmarestia,0.0564
2018,North,Jul,BB,2,dregs,0.0536
2018,North,Jul,BB,2,Fucus,0.164
2018,North,Jul,BB,2,Laminaria,0.0044
2018,North,Jul,BB,2,misc. holdfast,0.004
2018,North,Jul,BB,2,Odonthalia,0.0032
2018,North,Jul,BB,2,Ulva,0.00004
2018,North,Jul,BB,3,Acrosiphonia,0.004
2018,North,Jul,BB,3,Agarum,0.3092
2018,North,Jul,BB,3,bryozoan,0.00004
2018,North,Jul,BB,3,Desmarestia,0.0444
2018,North,Jul,BB,3,dregs,0.01
2018,North,Jul,BB,3,Fucus,0.144
2018,North,Jul,BB,3,Laminaria,0.4484
2018,North,Jul,BB,3,misc. red,0.0368
2018,North,Jul,BB,3,Odonthalia,0.0148
2018,North,Jul,BB,3,Ptilota,0.00004
2018,North,Jul,BB,3,Ulva,0.0004
2018,North,Jul,BB,4,Acrosiphonia,0.0016
2018,North,Jul,BB,4,Agarum,0.036
2018,North,Jul,BB,4,Desmarestia,0.0384
2018,North,Jul,BB,4,Fucus,0.1764
2018,North,Jul,BB,4,Laminaria,0.2548
2018,North,Jul,BB,4,Odonthalia,0.0376
2018,North,Jul,BB,4,Ulva,0.0044
